;date;RR;Tn;Tx;Tavg;RH_avg;ss;ff_x;ff_avg;ddd_x;ddd_car
240207;10/06/2014;0.0;20.4;34.6;26.8;71.0;6.7;7.0;3.0;135.0;SE
240208;10/07/2014;0.0;22.4;34.6;27.2;70.0;3.9;4.0;2.0;135.0;E 
240209;10/08/2014;0.0;22.2;35.8;27.9;67.0;7.3;5.0;2.0;135.0;SE
240210;10/09/2014;0.0;21.6;35.8;28.6;64.0;8.0;5.0;3.0;135.0;SE
240211;10/10/2014;0.0;22.6;36.6;28.5;66.0;7.8;6.0;3.0;135.0;E 
240212;10/11/2014;0.0;22.0;35.9;28.1;63.0;6.6;7.0;4.0;90.0;E 
240213;10/12/2014;0.0;22.2;36.0;28.3;64.0;7.8;5.0;3.0;90.0;E 
240214;13/10/2014;0.0;22.2;34.2;28.0;70.0;1.0;3.0;2.0;270.0;W 
240215;14/10/2014;0.0;26.0;35.2;29.1;71.0;1.5;4.0;2.0;225.0;NE
240216;15/10/2014;0.6;25.6;35.4;30.1;66.0;3.2;4.0;2.0;90.0;E 
240217;16/10/2014;0.0;24.0;33.7;28.0;72.0;0.7;3.0;2.0;135.0;SE
240218;17/10/2014;0.0;23.4;35.4;29.4;66.0;6.0;4.0;2.0;90.0;E 
240219;18/10/2014;0.0;24.6;36.4;29.5;67.0;7.9;4.0;3.0;90.0;E 
240220;19/10/2014;0.0;25.0;36.2;28.8;76.0;5.8;5.0;2.0;90.0;E 
240221;20/10/2014;6.5;25.0;33.4;28.9;74.0;1.5;3.0;2.0;90.0;E 
240222;21/10/2014;0.0;23.8;36.6;29.3;69.0;7.8;5.0;3.0;135.0;SE
240223;22/10/2014;0.0;23.7;35.4;28.2;71.0;7.8;5.0;3.0;90.0;E 
240224;23/10/2014;0.0;23.6;35.4;28.5;70.0;6.1;4.0;2.0;90.0;E 
240225;24/10/2014;4.0;25.9;31.6;26.0;92.0;0.0;3.0;2.0;90.0;E 
240226;25/10/2014;4.9;24.6;34.2;27.9;79.0;3.2;5.0;2.0;135.0;E 
240227;26/10/2014;;23.8;34.6;28.8;68.0;8.0;4.0;2.0;90.0;E 
240228;27/10/2014;0.0;23.6;36.0;29.3;66.0;6.5;5.0;3.0;90.0;SE
240229;28/10/2014;0.0;23.0;35.6;28.7;68.0;6.9;4.0;2.0;90.0;E 
240230;29/10/2014;0.0;24.6;34.6;28.5;71.0;5.3;4.0;2.0;270.0;NE
240231;30/10/2014;0.0;23.0;36.2;29.0;66.0;7.8;3.0;2.0;45.0;SW
240232;31/10/2014;0.0;24.0;36.7;29.4;63.0;7.6;5.0;3.0;90.0;E 
240233;11/01/2014;0.0;21.4;35.8;28.7;55.0;8.0;5.0;3.0;180.0;SE
240234;11/02/2014;0.0;21.6;35.4;28.3;68.0;8.0;5.0;3.0;135.0;SE
240235;11/03/2014;0.0;22.3;36.4;28.7;64.0;7.1;5.0;2.0;180.0;S 
240236;11/04/2014;0.0;24.4;34.8;29.0;68.0;3.7;5.0;2.0;270.0;W 
240237;11/05/2014;;26.3;32.8;28.4;76.0;0.0;3.0;2.0;180.0;S 
240238;11/06/2014;;25.0;33.9;28.3;76.0;5.6;4.0;2.0;360.0;NW
240239;11/07/2014;0.0;25.8;34.0;28.4;76.0;1.5;4.0;2.0;180.0;S 
240240;11/08/2014;11.5;24.6;32.4;26.2;86.0;3.8;3.0;1.0;360.0;N 
240241;11/09/2014;5.1;24.2;35.8;27.9;76.0;5.4;3.0;2.0;225.0;SW
240242;11/10/2014;0.0;25.0;34.7;28.1;77.0;4.1;3.0;1.0;135.0;SE
240243;11/11/2014;0.0;24.7;34.3;27.6;81.0;3.4;4.0;2.0;270.0;S 
240244;11/12/2014;2.0;24.0;33.4;28.3;77.0;6.0;3.0;2.0;270.0;NE
240245;13/11/2014;0.0;23.1;35.2;28.5;74.0;6.5;3.0;1.0;270.0;SW
240246;14/11/2014;0.6;24.8;31.0;26.5;85.0;1.3;4.0;2.0;315.0;S 
240247;15/11/2014;26.0;24.6;32.4;27.1;83.0;3.8;5.0;3.0;315.0;NE
240248;16/11/2014;;24.9;35.0;28.3;77.0;5.2;3.0;2.0;270.0;SW
240249;17/11/2014;13.9;24.9;31.2;26.3;90.0;1.2;3.0;2.0;360.0;NE
240250;18/11/2014;33.5;23.4;32.7;26.5;88.0;5.4;4.0;2.0;135.0;E 
240251;19/11/2014;4.6;23.9;34.8;27.3;84.0;6.0;2.0;2.0;90.0;E 
240252;20/11/2014;29.7;23.6;34.5;28.0;78.0;7.2;3.0;2.0;360.0;E 
240253;21/11/2014;0.0;25.0;32.6;26.9;89.0;3.9;2.0;1.0;180.0;E 
240254;22/11/2014;16.6;24.0;32.9;26.4;88.0;3.1;3.0;2.0;315.0;NW
240255;23/11/2014;4.0;24.6;33.2;28.0;81.0;5.1;5.0;2.0;180.0;NE
240256;24/11/2014;0.2;24.8;36.0;25.7;92.0;3.3;4.0;2.0;180.0;NE
240257;25/11/2014;0.0;23.6;33.9;27.0;87.0;6.2;3.0;2.0;360.0;N 
240258;26/11/2014;33.5;24.2;33.8;27.7;83.0;5.5;4.0;2.0;135.0;E 
240259;27/11/2014;;24.4;32.6;27.8;83.0;5.1;3.0;1.0;225.0;W 
240260;28/11/2014;0.0;24.8;28.6;25.7;92.0;0.8;3.0;2.0;270.0;W 
240261;29/11/2014;0.0;24.1;32.8;27.2;86.0;2.7;4.0;2.0;180.0;S 
240262;30/11/2014;2.7;25.3;29.4;25.8;91.0;0.2;4.0;2.0;270.0;W 
240263;12/01/2014;40.7;23.6;29.0;25.0;95.0;1.6;2.0;0.0;180.0;SE
240264;12/02/2014;14.5;24.0;29.8;26.3;88.0;0.0;3.0;2.0;315.0;NW
240265;12/03/2014;1.5;24.5;30.2;26.2;86.0;2.4;2.0;0.0;225.0;SW
240266;12/04/2014;;24.6;31.9;27.0;84.0;2.5;3.0;2.0;225.0;SW
240267;12/05/2014;15.5;23.0;28.6;25.4;88.0;0.3;2.0;0.0;360.0;N 
240268;12/06/2014;13.5;23.6;31.0;26.5;81.0;3.3;3.0;2.0;315.0;N 
240269;12/07/2014;13.4;24.2;31.2;26.6;87.0;4.6;4.0;3.0;225.0;SW
240270;12/08/2014;4.0;23.5;31.2;26.7;84.0;3.2;8.0;3.0;270.0;W 
240271;12/09/2014;;23.6;31.4;26.9;82.0;6.0;6.0;3.0;270.0;W 
240272;12/10/2014;7.0;24.6;28.8;24.5;96.0;0.0;5.0;2.0;225.0;E 
240273;12/11/2014;29.2;22.9;29.6;24.8;91.0;3.4;5.0;3.0;225.0;W 
240274;12/12/2014;10.8;23.2;32.4;26.4;88.0;6.9;4.0;2.0;225.0;SW
240275;13/12/2014;1.4;25.2;33.6;27.5;84.0;6.2;7.0;2.0;270.0;NW
240276;14/12/2014;15.6;23.0;32.0;26.5;86.0;4.2;2.0;2.0;225.0;SW
240277;15/12/2014;;24.4;32.9;26.3;85.0;7.6;6.0;3.0;225.0;W 
240278;16/12/2014;0.5;24.2;32.2;27.4;83.0;4.2;3.0;2.0;270.0;SW
240279;17/12/2014;0.0;24.4;32.4;26.5;87.0;3.2;4.0;2.0;270.0;S 
240280;18/12/2014;5.4;24.7;31.9;27.1;83.0;5.7;3.0;2.0;225.0;SW
240281;19/12/2014;3.7;24.4;31.2;25.7;94.0;3.3;3.0;1.0;225.0;SW
240282;20/12/2014;7.7;23.9;32.4;27.1;86.0;7.0;4.0;2.0;225.0;SW
240283;21/12/2014;4.5;25.0;31.0;27.1;86.0;2.4;3.0;2.0;270.0;S 
240284;22/12/2014;1.6;24.4;33.0;27.5;84.0;6.9;3.0;1.0;180.0;W 
240285;23/12/2014;2.6;24.2;33.3;25.4;96.0;2.7;3.0;1.0;45.0;W 
240286;24/12/2014;23.2;24.0;29.0;26.5;89.0;0.9;3.0;2.0;360.0;N 
240287;25/12/2014;0.4;25.0;33.2;27.8;82.0;7.3;3.0;2.0;360.0;N 
240288;26/12/2014;;24.0;33.4;27.9;78.0;7.9;4.0;2.0;315.0;NW
240289;27/12/2014;19.5;24.2;32.4;26.7;87.0;2.3;3.0;2.0;270.0;N 
240290;28/12/2014;89.8;23.5;27.8;24.7;97.0;0.0;4.0;3.0;270.0;N 
240291;29/12/2014;39.5;23.8;26.6;24.0;97.0;0.0;3.0;0.0;270.0;W 
240292;30/12/2014;10.4;23.0;31.1;25.9;86.0;4.4;8.0;2.0;225.0;N 
240293;31/12/2014;10.9;23.5;30.0;25.5;91.0;1.2;4.0;1.0;270.0;W 
240294;01/01/2015;8.5;;30.2;;;1.2;5.0;2.0;280.0;W 
240295;01/02/2015;24.6;24.2;;;;4.2;5.0;3.0;250.0;W 
240296;01/03/2015;3.0;24.0;30.0;;;4.0;10.0;3.0;250.0;N 
240297;01/04/2015;5.5;23.6;29.4;;;1.4;5.0;2.0;240.0;SW
240298;01/05/2015;5.3;24.6;27.8;;;2.1;2.0;1.0;300.0;NW
240299;01/06/2015;2.3;;31.2;;;0.3;4.0;2.0;250.0;N 
240300;01/07/2015;2.0;24.8;30.5;;;4.3;3.0;2.0;300.0;N 
240301;01/08/2015;4.9;23.4;31.0;;;4.9;5.0;3.0;240.0;NW
240302;01/09/2015;;23.6;31.7;;;5.0;4.0;2.0;310.0;N 
240303;01/10/2015;2.4;24.0;31.4;;;8.5;4.0;2.0;290.0;N 
240304;01/11/2015;;23.9;31.3;;;6.2;4.0;2.0;270.0;N 
240305;01/12/2015;43.7;23.0;30.9;;;4.1;2.0;1.0;50.0;N 
240306;13/01/2015;36.5;22.9;31.9;;;1.5;3.0;2.0;230.0;SW
240307;14/01/2015;9.3;23.8;29.4;;;7.6;5.0;2.0;200.0;SW
240308;15/01/2015;6.7;23.9;29.6;;;0.0;10.0;3.0;280.0;W 
240309;16/01/2015;22.1;23.5;29.5;;;;5.0;3.0;260.0;W 
240310;17/01/2015;23.5;;28.0;;;;6.0;2.0;280.0;S 
240311;18/01/2015;38.0;23.4;28.1;;;;4.0;2.0;200.0;SW
240312;19/01/2015;9.0;23.9;28.4;;;1.0;3.0;1.0;220.0;N 
240313;20/01/2015;19.4;23.0;26.0;;;0.0;4.0;1.0;240.0;N 
240314;21/01/2015;0.1;22.7;30.6;;;0.0;2.0;1.0;290.0;N 
240315;22/01/2015;1.1;22.4;30.4;;;3.0;5.0;2.0;330.0;NW
240316;23/01/2015;0.0;23.6;30.5;;;6.2;3.0;2.0;230.0;SW
240317;24/01/2015;;23.9;31.4;;;3.5;5.0;2.0;260.0;SW
240318;25/01/2015;50.5;23.6;30.2;;;5.0;2.0;1.0;270.0;N 
240319;26/01/2015;67.1;;30.0;;;;4.0;2.0;340.0;N 
240320;27/01/2015;2.7;24.2;30.8;;;2.5;3.0;2.0;260.0;W 
240321;28/01/2015;;24.8;31.0;;;4.2;7.0;3.0;300.0;SW
240322;29/01/2015;;24.4;32.3;;;;3.0;2.0;320.0;NW
240323;30/01/2015;11.0;24.2;31.0;;;4.2;3.0;2.0;180.0;N 
240324;31/01/2015;116.0;22.7;27.8;;;2.0;3.0;2.0;70.0;E 
240325;02/01/2015;10.0;23.0;30.8;;;1.0;3.0;2.0;330.0;W 
240326;02/02/2015;31.0;23.2;29.2;;;4.3;3.0;2.0;350.0;N 
240327;02/03/2015;4.9;24.0;29.7;;;0.0;4.0;2.0;290.0;E 
240328;02/04/2015;11.1;23.0;28.4;;;0.0;3.0;2.0;350.0;N 
240329;02/05/2015;91.2;22.4;;;;0.8;4.0;1.0;360.0;N 
240330;02/06/2015;5.8;22.9;31.0;;;0.0;4.0;2.0;220.0;SW
240331;02/07/2015;31.4;23.3;28.8;;;6.2;3.0;2.0;160.0;S 
240332;02/08/2015;10.7;24.0;29.7;;;1.7;4.0;2.0;230.0;W 
240333;02/09/2015;3.3;24.0;30.6;;;2.3;4.0;2.0;300.0;N 
240334;02/10/2015;1.0;23.5;30.2;;;5.2;4.0;2.0;230.0;W 
240335;02/11/2015;0.1;23.2;28.0;;;4.5;5.0;2.0;250.0;NW
240336;02/12/2015;8.2;24.4;29.3;;;0.0;5.0;2.0;240.0;SW
240337;13/02/2015;5.9;23.5;;;;2.1;2.0;1.0;30.0;N 
240338;14/02/2015;16.0;23.6;29.1;;;0.6;2.0;1.0;240.0;N 
240339;15/02/2015;12.5;23.2;31.7;;;2.9;3.0;2.0;350.0;N 
240340;16/02/2015;;24.4;32.6;;;5.9;5.0;2.0;140.0;NW
240341;17/02/2015;2.6;24.1;30.6;;;5.2;3.0;2.0;360.0;N 
240342;18/02/2015;23.9;24.2;30.2;;;4.9;4.0;2.0;250.0;NW
240343;19/02/2015;5.8;24.2;28.7;;;2.8;3.0;1.0;300.0;N 
240344;20/02/2015;;23.9;29.4;;;0.0;4.0;2.0;260.0;SW
240345;21/02/2015;0.0;24.0;31.0;;;2.5;3.0;2.0;300.0;NW
240346;22/02/2015;0.1;24.1;32.4;;;5.7;4.0;2.0;330.0;N 
240347;23/02/2015;13.2;24.0;30.3;;;6.8;3.0;1.0;240.0;N 
240348;24/02/2015;33.8;24.2;31.4;;;0.0;2.0;1.0;350.0;N 
240349;25/02/2015;;22.8;29.8;;;1.8;2.0;1.0;350.0;N 
240350;27/02/2015;;24.5;;;;;4.0;2.0;220.0;N 
240351;03/01/2015;4.3;23.8;31.2;;;0.0;3.0;2.0;360.0;N 
240352;03/02/2015;47.5;22.9;28.6;;;3.7;2.0;1.0;260.0;N 
240353;03/03/2015;16.2;24.0;28.1;;;0.0;3.0;2.0;40.0;SW
240354;03/04/2015;4.9;23.8;31.2;;;0.0;3.0;1.0;230.0;N 
240355;03/05/2015;;23.4;30.6;;;3.8;4.0;1.0;270.0;N 
240356;03/06/2015;16.5;22.2;28.6;;;3.7;2.0;1.0;150.0;SE
240357;03/07/2015;;23.8;31.4;;;;2.0;1.0;200.0;N 
240358;03/08/2015;;24.0;;;;;3.0;2.0;50.0;NE
240359;03/09/2015;;23.8;32.4;;;2.9;5.0;2.0;300.0;NW
240360;03/10/2015;52.3;23.0;32.3;;;3.4;3.0;2.0;320.0;NW
240361;03/11/2015;11.1;23.6;;;;6.1;3.0;2.0;220.0;S 
240362;03/12/2015;0.2;23.2;32.0;;;0.3;3.0;2.0;250.0;SW
240363;13/03/2015;35.5;23.0;30.4;;;5.4;3.0;2.0;80.0;N 
240364;14/03/2015;0.0;24.5;32.7;;;0.5;3.0;2.0;160.0;N 
240365;15/03/2015;;24.8;29.4;;;8.2;5.0;2.0;150.0;N 
240366;16/03/2015;8.2;23.0;;;;;1.0;0.0;50.0;N 
240367;22/05/2015;;25.5;34.0;;;9.3;6.0;2.0;240.0;E 
240368;23/05/2015;34.4;23.6;31.8;;;6.2;3.0;2.0;180.0;E 
240369;24/05/2015;;;;;;3.6;4.0;1.0;220.0;N 
240370;25/05/2015;27.5;23.0;34.0;;;9.9;3.0;2.0;150.0;N 
240371;26/05/2015;1.9;;32.6;;;;3.0;1.0;340.0;N 
240372;27/05/2015;;24.1;33.8;;;7.2;3.0;2.0;230.0;E 
240373;28/05/2015;;23.2;34.0;;;2.1;4.0;1.0;60.0;E 
240374;29/05/2015;;24.8;32.5;;;10.1;4.0;2.0;240.0;S 
240375;30/05/2015;0.5;24.6;33.0;;;7.3;3.0;1.0;80.0;E 
240376;31/05/2015;;24.0;32.9;;;6.1;4.0;2.0;90.0;E 
240377;06/01/2015;5.5;25.0;32.8;;;3.8;3.0;2.0;180.0;S 
240378;06/02/2015;28.6;22.9;32.3;;;;3.0;1.0;50.0;NE
240379;06/03/2015;;23.6;33.4;;;6.0;3.0;1.0;330.0;N 
240380;06/04/2015;;24.2;31.6;;;8.7;4.0;3.0;80.0;E 
240381;06/05/2015;0.4;24.6;33.0;;;6.3;5.0;3.0;80.0;E 
240382;06/06/2015;;24.6;;;;8.7;5.0;3.0;80.0;E 
240383;06/07/2015;;25.0;29.4;;;4.7;3.0;2.0;80.0;E 
240384;06/08/2015;2.6;23.6;31.4;;;0.5;3.0;0.0;90.0;N 
240385;06/09/2015;5.8;24.2;32.2;;;3.6;4.0;1.0;180.0;N 
240386;06/10/2015;1.5;;30.6;;;3.5;3.0;1.0;340.0;N 
240387;06/11/2015;;24.7;32.2;;;1.3;7.0;1.0;130.0;N 
240388;06/12/2015;11.1;23.7;33.3;;;3.8;4.0;1.0;90.0;E 
240389;13/06/2015;;24.0;32.8;;;7.8;4.0;2.0;100.0;E 
240390;14/06/2015;;23.0;32.7;;;8.6;5.0;2.0;80.0;E 
240391;15/06/2015;;;32.2;;;;3.0;1.0;270.0;N 
240392;16/06/2015;;22.4;31.3;;;5.3;3.0;1.0;140.0;S 
240393;17/06/2015;6.3;23.9;29.4;;;4.8;2.0;1.0;150.0;N 
240394;18/06/2015;16.6;24.3;32.3;;;0.2;5.0;3.0;70.0;E 
240395;19/06/2015;;23.2;31.6;;;10.4;4.0;2.0;100.0;E 
240396;20/06/2015;;25.0;33.0;;;4.0;6.0;3.0;80.0;E 
240397;21/06/2015;;23.0;32.9;;;7.4;3.0;1.0;200.0;S 
240398;22/06/2015;;23.4;33.0;;;8.5;4.0;2.0;110.0;E 
240399;23/06/2015;;22.8;;;;7.4;3.0;1.0;170.0;N 
240400;24/06/2015;;22.4;34.4;;;4.3;3.0;1.0;170.0;S 
240401;25/06/2015;;24.1;31.9;;;;5.0;2.0;50.0;N 
240402;26/06/2015;12.5;24.2;33.0;;;2.7;4.0;2.0;100.0;E 
240403;27/06/2015;2.7;23.9;33.0;;;5.1;4.0;2.0;140.0;SE
240404;28/06/2015;10.8;23.2;32.9;;;8.2;5.0;2.0;80.0;E 
240405;29/06/2015;;22.0;31.4;;;9.3;3.0;1.0;180.0;S 
240406;30/06/2015;;21.2;33.0;;;8.8;3.0;2.0;100.0;E 
240407;07/01/2015;;22.6;32.0;;;7.8;5.0;2.0;80.0;E 
240408;07/02/2015;;21.7;32.4;;;7.1;3.0;2.0;140.0;E 
240409;07/03/2015;;21.4;32.5;;;7.2;3.0;2.0;90.0;E 
240410;07/04/2015;;21.0;32.2;;;6.6;4.0;2.0;90.0;SE
240411;07/05/2015;;20.7;32.7;;;;4.0;2.0;80.0;E 
240412;07/06/2015;;;33.0;;;7.8;3.0;2.0;100.0;E 
240413;07/07/2015;;20.7;33.0;;;8.2;4.0;2.0;90.0;E 
240414;07/08/2015;;20.6;33.5;;;8.2;5.0;2.0;50.0;NE
240415;07/09/2015;;20.4;32.3;;;8.3;2.0;1.0;110.0;SE
240416;07/10/2015;;22.7;33.0;;;;4.0;2.0;110.0;E 
240417;07/11/2015;3.8;23.0;33.7;;;3.0;4.0;1.0;250.0;E 
240418;07/12/2015;;23.8;33.9;;;6.5;5.0;3.0;100.0;E 
240419;13/07/2015;;23.6;34.2;;;;4.0;3.0;110.0;E 
240420;14/07/2015;;23.6;34.2;;;10.7;3.0;2.0;60.0;E 
240421;15/07/2015;;24.6;34.0;;;8.2;5.0;2.0;70.0;E 
240422;16/07/2015;;23.3;34.0;;;8.5;4.0;2.0;60.0;E 
240423;17/07/2015;;24.1;33.4;;;8.2;6.0;3.0;100.0;E 
240424;18/07/2015;;23.0;33.4;;;10.1;6.0;3.0;140.0;E 
240425;19/07/2015;;23.0;34.2;;;9.2;7.0;4.0;90.0;E 
240426;20/07/2015;;22.5;34.0;;;10.9;4.0;2.0;90.0;E 
240427;21/07/2015;0.4;21.8;34.0;;;7.9;4.0;2.0;100.0;E 
240428;22/07/2015;14.5;22.0;34.1;;;7.1;4.0;2.0;80.0;E 
240429;23/07/2015;;24.0;35.0;;;9.0;4.0;2.0;250.0;E 
240430;24/07/2015;;23.0;35.2;;;10.5;4.0;2.0;70.0;E 
240431;25/07/2015;;22.6;33.2;;;9.8;4.0;2.0;60.0;E 
240432;26/07/2015;;23.4;33.8;;;7.2;4.0;2.0;90.0;E 
240433;27/07/2015;5.0;24.0;33.2;;;10.0;5.0;3.0;110.0;E 
240434;28/07/2015;;22.8;33.2;;;10.9;5.0;2.0;130.0;SE
240435;29/07/2015;;22.6;32.8;;;7.8;5.0;3.0;110.0;E 
240436;30/07/2015;;23.5;34.0;;;10.3;5.0;3.0;100.0;E 
240437;31/07/2015;;23.3;33.4;;;8.5;8.0;3.0;70.0;E 
240438;08/01/2015;;23.2;33.0;;;9.8;3.0;1.0;110.0;E 
240439;08/02/2015;;21.0;33.0;;;6.9;7.0;3.0;100.0;E 
240440;08/03/2015;;20.0;33.8;;;10.5;4.0;2.0;110.0;E 
240441;08/04/2015;;20.0;33.1;;;9.2;5.0;2.0;90.0;E 
240442;08/05/2015;;20.0;34.3;;;;3.0;2.0;100.0;E 
240443;08/06/2015;;21.8;34.3;;;9.2;4.0;2.0;100.0;E 
240444;08/07/2015;;21.8;35.6;;;8.3;5.0;2.0;80.0;E 
240445;08/08/2015;;21.8;34.4;;;7.7;5.0;2.0;100.0;E 
240446;08/09/2015;;22.2;33.8;;;8.1;5.0;3.0;100.0;E 
240447;08/10/2015;;22.0;35.8;;;6.0;4.0;2.0;70.0;E 
240448;08/11/2015;;22.0;35.5;;;9.0;5.0;3.0;100.0;E 
240449;08/12/2015;;22.4;34.6;;;9.8;4.0;2.0;170.0;S 
240450;13/08/2015;;22.2;34.0;;;;5.0;2.0;70.0;E 
240451;14/08/2015;;24.2;35.5;;;6.5;5.0;2.0;80.0;E 
240452;15/08/2015;;23.2;35.4;;;8.0;6.0;4.0;90.0;E 
240453;16/08/2015;;22.2;34.6;;;10.9;8.0;4.0;100.0;E 
240454;17/08/2015;;21.7;;;;10.8;4.0;2.0;100.0;SE
240455;18/08/2015;;21.8;34.4;;;;5.0;2.0;100.0;E 
240456;19/08/2015;;21.8;35.6;;;9.5;3.0;2.0;250.0;S 
240457;20/08/2015;;21.3;35.9;;;8.2;5.0;2.0;100.0;E 
240458;21/08/2015;;21.2;34.7;;;9.7;3.0;2.0;120.0;N 
240459;22/08/2015;;21.2;34.2;;;9.3;4.0;2.0;90.0;E 
240460;23/08/2015;;21.2;37.6;;;7.2;5.0;3.0;50.0;E 
240461;24/08/2015;;22.9;34.5;;;10.0;5.0;2.0;100.0;E 
240462;25/08/2015;;22.0;35.7;;;8.9;5.0;2.0;100.0;E 
240463;26/08/2015;;23.4;35.6;;;9.7;6.0;2.0;80.0;E 
240464;27/08/2015;;24.2;33.4;;;9.4;4.0;2.0;230.0;N 
240465;28/08/2015;25.0;23.4;32.3;;;2.7;5.0;2.0;240.0;N 
240466;29/08/2015;13.8;21.7;34.8;;;6.2;6.0;3.0;100.0;E 
240467;30/08/2015;;22.2;34.4;;;10.0;7.0;4.0;110.0;SE
240468;31/08/2015;;21.9;34.1;;;10.8;8.0;4.0;50.0;E 
240469;09/01/2015;;21.6;34.0;;;10.1;5.0;3.0;90.0;E 
240470;09/02/2015;;21.6;34.2;;;8.8;7.0;3.0;60.0;E 
240471;09/03/2015;;23.3;34.4;;;;5.0;3.0;100.0;E 
240472;09/04/2015;;22.4;34.8;;;10.4;6.0;3.0;130.0;E 
240473;09/05/2015;;22.6;34.2;;;10.4;6.0;2.0;90.0;E 
240474;09/06/2015;;23.8;;;;7.6;4.0;2.0;60.0;E 
240475;09/08/2015;;21.2;34.4;;;;5.0;4.0;90.0;E 
240476;15/10/2015;;20.6;35.6;;;;4.0;2.0;90.0;E 
240477;16/10/2015;;20.5;34.8;;;8.9;3.0;2.0;100.0;E 
240478;17/10/2015;;20.1;35.8;;;3.3;5.0;2.0;90.0;E 
240479;18/10/2015;;21.8;;;;5.6;6.0;3.0;150.0;E 
240480;19/10/2015;;21.5;36.3;;;6.7;8.0;4.0;70.0;E 
240481;20/10/2015;;20.6;37.0;;;;4.0;3.0;80.0;E 
240482;21/10/2015;;20.4;35.4;;;10.7;5.0;2.0;60.0;E 
240483;22/10/2015;;20.2;35.2;;;5.8;5.0;3.0;100.0;E 
240484;23/10/2015;;23.6;37.5;;;2.0;5.0;2.0;80.0;E 
240485;24/10/2015;;21.7;37.4;;;7.5;5.0;3.0;110.0;E 
240486;25/10/2015;;25.8;37.2;;;7.2;4.0;2.0;280.0;E 
240487;26/10/2015;5.0;25.8;;;;7.2;4.0;2.0;270.0;E 
240488;27/10/2015;;25.4;33.2;;;6.2;5.0;2.0;120.0;SE
240489;28/10/2015;1.1;24.0;36.0;;;3.1;3.0;2.0;50.0;SW
240490;29/10/2015;1.3;24.8;36.4;;;7.0;7.0;2.0;220.0;N 
240491;11/01/2015;2.2;23.8;35.5;;;9.1;7.0;2.0;200.0;N 
240492;11/02/2015;21.0;24.2;35.6;;;6.8;5.0;2.0;260.0;N 
240493;11/03/2015;;24.1;34.9;;;10.0;7.0;2.0;220.0;E 
240494;11/04/2015;;22.9;35.4;;;8.3;7.0;2.0;100.0;W 
240495;11/05/2015;;25.4;34.4;;;;5.0;2.0;200.0;E 
240496;11/06/2015;2.5;25.2;35.0;;;;4.0;2.0;200.0;N 
240497;11/07/2015;2.4;24.6;32.0;;;6.2;3.0;1.0;210.0;N 
240498;11/09/2015;;24.8;35.4;;;7.3;8.0;2.0;230.0;SE
240499;11/10/2015;8.5;23.8;35.5;;;7.1;3.0;2.0;280.0;N 
240500;11/11/2015;;24.5;32.9;;;8.9;3.0;1.0;350.0;N 
240501;11/12/2015;8.7;24.4;34.0;;;4.0;4.0;1.0;180.0;N 
240502;13/11/2015;12.3;24.0;34.4;;;3.6;7.0;2.0;80.0;N 
240503;14/11/2015;12.5;24.2;34.2;;;7.2;3.0;1.0;150.0;SE
240504;15/11/2015;13.2;;35.6;;;5.6;5.0;2.0;110.0;E 
240505;16/11/2015;0.1;23.6;30.7;;;8.5;3.0;1.0;320.0;N 
240506;17/11/2015;8.5;23.6;33.6;;;1.7;4.0;2.0;200.0;S 
240507;18/11/2015;0.9;25.2;30.7;;;8.1;4.0;2.0;150.0;N 
240508;19/11/2015;4.2;;33.8;;;2.2;3.0;2.0;360.0;E 
240509;20/11/2015;;24.4;31.7;;;5.7;5.0;1.0;20.0;N 
240510;21/11/2015;;24.6;35.4;;;6.5;3.0;2.0;360.0;N 
240511;22/11/2015;;26.0;35.2;;;9.7;5.0;2.0;60.0;N 
240512;23/11/2015;0.4;24.9;35.9;;;6.4;3.0;2.0;60.0;N 
240513;24/11/2015;;25.0;35.6;;;9.2;5.0;2.0;230.0;N 
240514;25/11/2015;;25.8;35.4;;;6.2;5.0;2.0;180.0;N 
240515;26/11/2015;;;34.8;;;9.3;4.0;1.0;200.0;N 
240516;27/11/2015;1.0;24.1;33.0;;;6.3;4.0;1.0;130.0;N 
240517;28/11/2015;12.5;24.6;33.2;;;4.5;3.0;1.0;60.0;N 
240518;29/11/2015;0.1;25.4;33.0;;;3.1;3.0;2.0;150.0;E 
240519;30/11/2015;1.7;25.2;34.1;;;0.3;3.0;1.0;200.0;N 
240520;12/01/2015;;24.0;34.7;;;9.7;4.0;2.0;220.0;N 
240521;12/02/2015;;25.0;32.4;;;7.9;3.0;1.0;360.0;N 
240522;12/03/2015;1.9;24.2;32.9;;;3.3;4.0;2.0;170.0;S 
240523;12/04/2015;;24.8;33.2;;;5.3;4.0;1.0;180.0;N 
240524;12/05/2015;2.2;24.7;33.0;;;6.1;5.0;2.0;190.0;NE
240525;12/06/2015;7.1;24.6;33.3;;;7.7;5.0;2.0;330.0;N 
240526;12/07/2015;20.4;24.2;;;;6.1;2.0;1.0;50.0;N 
240527;12/08/2015;35.0;24.6;34.2;;;4.0;4.0;2.0;60.0;N 
240528;12/09/2015;2.4;24.8;34.4;;;7.7;5.0;2.0;200.0;N 
240529;12/10/2015;;24.9;34.0;;;8.6;3.0;2.0;200.0;N 
240530;12/11/2015;;25.0;33.7;;;6.3;6.0;2.0;270.0;N 
240531;12/12/2015;7.0;24.6;31.5;;;7.5;3.0;2.0;170.0;S 
